date,district,cases,deaths,epiweek
2022-12-24T00:00:00Z,Mangochi,39,0,51
2022-12-25T00:00:00Z,Mangochi,37,1,51
2022-12-26T00:00:00Z,Mangochi,47,1,52
2022-12-27T00:00:00Z,Mangochi,60,1,52
2022-12-28T00:00:00Z,Mangochi,39,0,52
2022-12-29T00:00:00Z,Mangochi,57,3,52
2022-12-30T00:00:00Z,Mangochi,55,3,52
2022-08-28T00:00:00Z,Karonga,2,0,34
2022-08-29T00:00:00Z,Karonga,4,1,35
2022-08-30T00:00:00Z,Karonga,14,2,35
2022-08-31T00:00:00Z,Karonga,14,0,35
2022-09-01T00:00:00Z,Karonga,2,0,35
2022-09-02T00:00:00Z,Karonga,12,0,35
2022-09-03T00:00:00Z,Karonga,13,0,35
2022-09-04T00:00:00Z,Karonga,6,0,35
2022-09-05T00:00:00Z,Karonga,16,1,36
2022-09-06T00:00:00Z,Karonga,5,0,36
2022-09-07T00:00:00Z,Karonga,9,0,36
2022-09-08T00:00:00Z,Karonga,8,0,36
2022-09-09T00:00:00Z,Karonga,15,0,36
2022-09-10T00:00:00Z,Karonga,13,0,36
2022-09-11T00:00:00Z,Karonga,4,0,36
2022-09-12T00:00:00Z,Karonga,7,0,37
2022-09-13T00:00:00Z,Karonga,2,0,37
2022-09-14T00:00:00Z,Karonga,16,0,37
2022-09-15T00:00:00Z,Karonga,9,0,37
2022-09-16T00:00:00Z,Karonga,9,1,37
2022-09-17T00:00:00Z,Karonga,3,0,37
2022-09-18T00:00:00Z,Karonga,15,0,37
2022-09-19T00:00:00Z,Karonga,16,0,38
2022-09-20T00:00:00Z,Karonga,16,0,38
2022-09-21T00:00:00Z,Karonga,8,0,38
2022-09-22T00:00:00Z,Karonga,17,0,38
2022-09-23T00:00:00Z,Karonga,6,0,38
2022-09-24T00:00:00Z,Karonga,11,0,38
2022-09-25T00:00:00Z,Karonga,9,0,38
2022-09-26T00:00:00Z,Karonga,17,1,39
2022-09-27T00:00:00Z,Karonga,13,1,39
2022-09-28T00:00:00Z,Karonga,16,0,39
2022-09-29T00:00:00Z,Karonga,29,0,39
2022-09-30T00:00:00Z,Karonga,29,0,39
2022-10-01T00:00:00Z,Karonga,8,0,39
2022-10-02T00:00:00Z,Karonga,17,0,39
2022-10-03T00:00:00Z,Karonga,19,1,40
2022-10-04T00:00:00Z,Karonga,42,0,40
2022-10-05T00:00:00Z,Karonga,32,0,40
2022-10-06T00:00:00Z,Karonga,25,2,40
2022-10-07T00:00:00Z,Karonga,24,2,40
2022-10-08T00:00:00Z,Karonga,33,0,40
2022-10-09T00:00:00Z,Karonga,19,0,40
2022-10-10T00:00:00Z,Karonga,19,1,41
2022-10-11T00:00:00Z,Karonga,5,0,41
2022-10-12T00:00:00Z,Karonga,12,0,41
2022-10-13T00:00:00Z,Karonga,9,0,41
2022-10-14T00:00:00Z,Karonga,11,0,41
2022-10-15T00:00:00Z,Karonga,9,0,41
2022-10-16T00:00:00Z,Karonga,7,0,41
2022-10-17T00:00:00Z,Karonga,12,0,42
2022-10-18T00:00:00Z,Karonga,14,0,42
2022-10-19T00:00:00Z,Karonga,29,0,42
2022-10-20T00:00:00Z,Karonga,12,3,42
2022-10-21T00:00:00Z,Karonga,10,0,42
2022-10-22T00:00:00Z,Karonga,22,0,42
2022-10-23T00:00:00Z,Karonga,18,0,42
2022-10-24T00:00:00Z,Karonga,15,1,43
2022-10-25T00:00:00Z,Karonga,5,0,43
2022-10-26T00:00:00Z,Karonga,12,0,43
2022-10-27T00:00:00Z,Karonga,15,0,43
2022-10-28T00:00:00Z,Karonga,11,0,43
2022-10-29T00:00:00Z,Karonga,16,0,43
2022-10-30T00:00:00Z,Karonga,24,0,43
2022-10-31T00:00:00Z,Karonga,19,0,44
2022-11-01T00:00:00Z,Karonga,4,0,44
2022-11-02T00:00:00Z,Karonga,20,0,44
2022-11-03T00:00:00Z,Karonga,13,0,44
2022-11-04T00:00:00Z,Karonga,23,0,44
2022-11-05T00:00:00Z,Karonga,14,0,44
2022-11-06T00:00:00Z,Karonga,7,0,44
2022-11-07T00:00:00Z,Karonga,17,0,45
2022-11-08T00:00:00Z,Karonga,6,0,45
2022-11-09T00:00:00Z,Karonga,12,0,45
2022-11-10T00:00:00Z,Karonga,17,0,45
2022-11-11T00:00:00Z,Karonga,3,0,45
2022-11-12T00:00:00Z,Karonga,4,0,45
2022-11-13T00:00:00Z,Karonga,13,0,45
2022-11-14T00:00:00Z,Karonga,11,2,46
2022-11-15T00:00:00Z,Karonga,2,0,46
2022-11-16T00:00:00Z,Karonga,6,0,46
2022-11-17T00:00:00Z,Karonga,19,0,46
2022-11-18T00:00:00Z,Karonga,6,0,46
2022-11-19T00:00:00Z,Karonga,8,0,46
2022-11-20T00:00:00Z,Karonga,9,0,46
2022-11-21T00:00:00Z,Karonga,8,0,47
2022-11-22T00:00:00Z,Karonga,4,0,47
2022-11-23T00:00:00Z,Karonga,3,0,47
2022-11-24T00:00:00Z,Karonga,4,0,47
2022-11-25T00:00:00Z,Karonga,4,0,47
2022-11-26T00:00:00Z,Karonga,6,0,47
2022-11-27T00:00:00Z,Karonga,2,0,47
2022-11-28T00:00:00Z,Karonga,6,0,48
2022-11-29T00:00:00Z,Karonga,16,0,48
2022-11-30T00:00:00Z,Karonga,13,0,48
2022-12-01T00:00:00Z,Karonga,9,0,48
2022-12-02T00:00:00Z,Karonga,8,1,48
2022-12-03T00:00:00Z,Karonga,6,0,48
2022-12-04T00:00:00Z,Karonga,12,0,48
2022-12-05T00:00:00Z,Karonga,15,3,49
2022-12-06T00:00:00Z,Karonga,8,0,49
2022-12-07T00:00:00Z,Karonga,6,0,49
2022-12-08T00:00:00Z,Karonga,8,0,49
2022-12-09T00:00:00Z,Karonga,5,0,49
2022-12-10T00:00:00Z,Karonga,11,0,49
2022-12-11T00:00:00Z,Karonga,9,0,49
2022-12-12T00:00:00Z,Karonga,3,0,50
2022-12-13T00:00:00Z,Karonga,2,0,50
2022-12-14T00:00:00Z,Karonga,5,0,50
2022-12-15T00:00:00Z,Karonga,2,0,50
2022-12-16T00:00:00Z,Karonga,2,0,50
2022-12-17T00:00:00Z,Karonga,0,0,50
2022-12-18T00:00:00Z,Karonga,1,0,50
2022-12-19T00:00:00Z,Karonga,3,0,51
2022-12-20T00:00:00Z,Karonga,0,0,51
2022-12-21T00:00:00Z,Karonga,0,0,51
2022-12-22T00:00:00Z,Karonga,6,0,51
2022-12-23T00:00:00Z,Karonga,1,0,51
2022-12-24T00:00:00Z,Karonga,0,0,51
2022-12-25T00:00:00Z,Karonga,4,0,51
2022-12-26T00:00:00Z,Karonga,4,1,52
2022-12-27T00:00:00Z,Karonga,4,0,52
2022-12-28T00:00:00Z,Karonga,1,0,52
2022-12-29T00:00:00Z,Karonga,3,1,52
2022-12-30T00:00:00Z,Karonga,3,0,52
2022-02-28T00:00:00Z,Machinga,1,0,9
2022-03-01T00:00:00Z,Machinga,0,0,9
2022-03-02T00:00:00Z,Machinga,0,0,9
2022-03-03T00:00:00Z,Machinga,0,0,9
2022-03-04T00:00:00Z,Machinga,0,0,9
2022-03-05T00:00:00Z,Machinga,0,0,9
2022-03-06T00:00:00Z,Machinga,0,0,9
2022-03-07T00:00:00Z,Machinga,0,0,10
2022-03-08T00:00:00Z,Machinga,0,0,10
2022-03-09T00:00:00Z,Machinga,0,0,10
2022-03-10T00:00:00Z,Machinga,0,0,10
2022-03-11T00:00:00Z,Machinga,0,0,10
2022-03-12T00:00:00Z,Machinga,0,0,10
2022-03-13T00:00:00Z,Machinga,0,0,10
2022-03-14T00:00:00Z,Machinga,0,0,11
2022-03-15T00:00:00Z,Machinga,0,0,11
2022-03-16T00:00:00Z,Machinga,0,0,11
2022-03-17T00:00:00Z,Machinga,0,0,11
2022-03-18T00:00:00Z,Machinga,0,0,11
2022-03-19T00:00:00Z,Machinga,0,0,11
2022-03-20T00:00:00Z,Machinga,0,0,11
2022-03-21T00:00:00Z,Machinga,0,0,12
2022-03-22T00:00:00Z,Machinga,0,0,12
2022-03-23T00:00:00Z,Machinga,0,0,12
2022-03-24T00:00:00Z,Machinga,0,0,12
2022-03-25T00:00:00Z,Machinga,0,0,12
2022-03-26T00:00:00Z,Machinga,0,0,12
2022-03-27T00:00:00Z,Machinga,0,0,12
2022-03-28T00:00:00Z,Machinga,1,0,13
2022-03-29T00:00:00Z,Machinga,0,0,13
2022-03-30T00:00:00Z,Machinga,0,0,13
2022-03-31T00:00:00Z,Machinga,0,0,13
2022-04-01T00:00:00Z,Machinga,0,0,13
2022-04-02T00:00:00Z,Machinga,0,0,13
2022-04-03T00:00:00Z,Machinga,0,0,13
2022-04-04T00:00:00Z,Machinga,0,0,14
2022-04-05T00:00:00Z,Machinga,0,0,14
2022-04-06T00:00:00Z,Machinga,0,0,14
2022-04-07T00:00:00Z,Machinga,0,0,14
2022-04-08T00:00:00Z,Machinga,0,0,14
2022-04-09T00:00:00Z,Machinga,0,0,14
2022-04-10T00:00:00Z,Machinga,0,0,14
2022-04-11T00:00:00Z,Machinga,0,0,15
2022-04-12T00:00:00Z,Machinga,0,0,15
2022-04-13T00:00:00Z,Machinga,0,0,15
2022-04-14T00:00:00Z,Machinga,0,0,15
2022-04-15T00:00:00Z,Machinga,0,0,15
2022-04-16T00:00:00Z,Machinga,0,0,15
2022-04-17T00:00:00Z,Machinga,0,0,15
2022-04-18T00:00:00Z,Machinga,0,0,16
2022-04-19T00:00:00Z,Machinga,0,0,16
2022-04-20T00:00:00Z,Machinga,0,0,16
2022-04-21T00:00:00Z,Machinga,0,0,16
2022-04-22T00:00:00Z,Machinga,0,0,16
2022-04-23T00:00:00Z,Machinga,0,0,16
2022-04-24T00:00:00Z,Machinga,0,0,16
2022-04-25T00:00:00Z,Machinga,0,0,17
2022-04-26T00:00:00Z,Machinga,0,0,17
2022-04-27T00:00:00Z,Machinga,0,0,17
2022-04-28T00:00:00Z,Machinga,0,0,17
2022-04-29T00:00:00Z,Machinga,0,0,17
2022-04-30T00:00:00Z,Machinga,0,0,17
2022-05-01T00:00:00Z,Machinga,0,0,17
2022-05-02T00:00:00Z,Machinga,0,0,18
2022-05-03T00:00:00Z,Machinga,0,0,18
2022-05-04T00:00:00Z,Machinga,0,0,18
2022-05-05T00:00:00Z,Machinga,0,0,18
2022-05-06T00:00:00Z,Machinga,0,0,18
2022-05-07T00:00:00Z,Machinga,0,0,18
2022-05-08T00:00:00Z,Machinga,0,0,18
2022-05-09T00:00:00Z,Machinga,0,0,19
2022-05-10T00:00:00Z,Machinga,0,0,19
2022-05-11T00:00:00Z,Machinga,0,0,19
2022-05-12T00:00:00Z,Machinga,0,0,19
2022-05-13T00:00:00Z,Machinga,0,0,19
2022-05-14T00:00:00Z,Machinga,0,0,19
2022-05-15T00:00:00Z,Machinga,0,0,19
2022-05-16T00:00:00Z,Machinga,0,0,20
2022-05-17T00:00:00Z,Machinga,0,0,20
2022-05-18T00:00:00Z,Machinga,0,0,20
2022-05-19T00:00:00Z,Machinga,0,0,20
2022-05-20T00:00:00Z,Machinga,0,0,20
2022-05-21T00:00:00Z,Machinga,0,0,20
2022-05-22T00:00:00Z,Machinga,0,0,20
2022-05-23T00:00:00Z,Machinga,1,0,21
2022-05-24T00:00:00Z,Machinga,2,0,21
2022-05-25T00:00:00Z,Machinga,1,0,21
2022-05-26T00:00:00Z,Machinga,2,1,21
2022-05-27T00:00:00Z,Machinga,1,0,21
2022-05-28T00:00:00Z,Machinga,3,1,21
2022-05-29T00:00:00Z,Machinga,0,0,21
2022-05-30T00:00:00Z,Machinga,0,0,22
2022-05-31T00:00:00Z,Machinga,0,0,22
2022-06-01T00:00:00Z,Machinga,0,0,22
2022-06-02T00:00:00Z,Machinga,0,0,22
2022-06-03T00:00:00Z,Machinga,0,0,22
2022-06-04T00:00:00Z,Machinga,0,0,22
2022-06-05T00:00:00Z,Machinga,0,0,22
2022-06-06T00:00:00Z,Machinga,0,0,23
2022-06-07T00:00:00Z,Machinga,0,0,23
2022-06-08T00:00:00Z,Machinga,0,0,23
2022-06-09T00:00:00Z,Machinga,0,0,23
2022-06-10T00:00:00Z,Machinga,0,0,23
2022-06-11T00:00:00Z,Machinga,0,0,23
2022-06-12T00:00:00Z,Machinga,0,0,23
2022-06-13T00:00:00Z,Machinga,0,0,24
2022-06-14T00:00:00Z,Machinga,0,0,24
2022-06-15T00:00:00Z,Machinga,0,0,24
2022-06-16T00:00:00Z,Machinga,0,0,24
2022-06-17T00:00:00Z,Machinga,0,0,24
2022-06-18T00:00:00Z,Machinga,0,0,24
2022-06-19T00:00:00Z,Machinga,0,0,24
2022-06-20T00:00:00Z,Machinga,0,0,25
2022-06-21T00:00:00Z,Machinga,0,0,25
2022-06-22T00:00:00Z,Machinga,0,0,25
2022-06-23T00:00:00Z,Machinga,0,0,25
2022-06-24T00:00:00Z,Machinga,0,0,25
2022-06-25T00:00:00Z,Machinga,0,0,25
2022-06-26T00:00:00Z,Machinga,0,0,25
2022-06-27T00:00:00Z,Machinga,0,0,26
2022-06-28T00:00:00Z,Machinga,0,0,26
2022-06-29T00:00:00Z,Machinga,0,0,26
2022-06-30T00:00:00Z,Machinga,0,0,26
2022-07-01T00:00:00Z,Machinga,0,0,26
2022-07-02T00:00:00Z,Machinga,0,0,26
2022-07-03T00:00:00Z,Machinga,0,0,26
2022-07-04T00:00:00Z,Machinga,0,0,27
2022-07-05T00:00:00Z,Machinga,0,0,27
2022-07-06T00:00:00Z,Machinga,0,0,27
2022-07-07T00:00:00Z,Machinga,0,0,27
2022-07-08T00:00:00Z,Machinga,0,0,27
2022-07-09T00:00:00Z,Machinga,0,0,27
2022-07-10T00:00:00Z,Machinga,0,0,27
2022-07-11T00:00:00Z,Machinga,0,0,28
2022-07-12T00:00:00Z,Machinga,0,0,28
2022-07-13T00:00:00Z,Machinga,1,0,28
2022-07-14T00:00:00Z,Machinga,0,0,28
2022-07-15T00:00:00Z,Machinga,0,0,28
2022-07-16T00:00:00Z,Machinga,0,0,28
2022-07-17T00:00:00Z,Machinga,0,0,28
2022-07-18T00:00:00Z,Machinga,2,0,29
2022-07-19T00:00:00Z,Machinga,0,0,29
2022-07-20T00:00:00Z,Machinga,0,0,29
2022-07-21T00:00:00Z,Machinga,0,0,29
2022-07-22T00:00:00Z,Machinga,0,0,29
2022-07-23T00:00:00Z,Machinga,0,0,29
2022-07-24T00:00:00Z,Machinga,1,0,29
2022-07-25T00:00:00Z,Machinga,0,0,30
2022-07-26T00:00:00Z,Machinga,0,0,30
2022-07-27T00:00:00Z,Machinga,0,0,30
2022-07-28T00:00:00Z,Machinga,0,0,30
2022-07-29T00:00:00Z,Machinga,0,0,30
2022-07-30T00:00:00Z,Machinga,0,0,30
2022-07-31T00:00:00Z,Machinga,0,0,30
2022-08-01T00:00:00Z,Machinga,0,0,31
2022-08-02T00:00:00Z,Machinga,0,0,31
2022-08-03T00:00:00Z,Machinga,0,0,31
2022-08-04T00:00:00Z,Machinga,0,0,31
2022-08-05T00:00:00Z,Machinga,0,0,31
2022-08-06T00:00:00Z,Machinga,0,0,31
2022-08-07T00:00:00Z,Machinga,0,0,31
2022-08-08T00:00:00Z,Machinga,0,0,32
2022-08-09T00:00:00Z,Machinga,0,0,32
2022-08-10T00:00:00Z,Machinga,0,0,32
2022-08-11T00:00:00Z,Machinga,0,0,32
2022-08-12T00:00:00Z,Machinga,0,0,32
2022-08-13T00:00:00Z,Machinga,0,0,32
2022-08-14T00:00:00Z,Machinga,0,0,32
2022-08-15T00:00:00Z,Machinga,0,0,33
2022-08-16T00:00:00Z,Machinga,0,0,33
2022-08-17T00:00:00Z,Machinga,0,0,33
2022-08-18T00:00:00Z,Machinga,0,0,33
2022-08-19T00:00:00Z,Machinga,0,0,33
2022-08-20T00:00:00Z,Machinga,0,0,33
2022-08-21T00:00:00Z,Machinga,0,0,33
2022-08-22T00:00:00Z,Machinga,0,0,34
2022-08-23T00:00:00Z,Machinga,0,0,34
2022-08-24T00:00:00Z,Machinga,1,0,34
2022-08-25T00:00:00Z,Machinga,0,0,34
2022-08-26T00:00:00Z,Machinga,0,0,34
2022-08-27T00:00:00Z,Machinga,2,1,34
2022-08-28T00:00:00Z,Machinga,2,1,34
2022-08-29T00:00:00Z,Machinga,1,0,35
2022-08-30T00:00:00Z,Machinga,0,0,35
2022-08-31T00:00:00Z,Machinga,0,0,35
2022-09-01T00:00:00Z,Machinga,0,0,35
2022-09-02T00:00:00Z,Machinga,0,0,35
2022-09-03T00:00:00Z,Machinga,0,0,35
2022-09-04T00:00:00Z,Machinga,0,0,35
2022-09-05T00:00:00Z,Machinga,0,0,36
2022-09-06T00:00:00Z,Machinga,0,0,36
2022-09-07T00:00:00Z,Machinga,0,0,36
2022-09-08T00:00:00Z,Machinga,0,0,36
2022-09-09T00:00:00Z,Machinga,0,0,36
2022-09-10T00:00:00Z,Machinga,0,0,36
2022-09-11T00:00:00Z,Machinga,0,0,36
2022-09-12T00:00:00Z,Machinga,0,0,37
2022-09-13T00:00:00Z,Machinga,0,0,37
2022-09-14T00:00:00Z,Machinga,0,0,37
2022-09-15T00:00:00Z,Machinga,0,0,37
2022-09-16T00:00:00Z,Machinga,0,0,37
2022-09-17T00:00:00Z,Machinga,0,0,37
2022-09-18T00:00:00Z,Machinga,0,0,37
2022-09-19T00:00:00Z,Machinga,0,0,38
2022-09-20T00:00:00Z,Machinga,0,0,38
2022-09-21T00:00:00Z,Machinga,0,0,38
2022-09-22T00:00:00Z,Machinga,0,0,38
2022-09-23T00:00:00Z,Machinga,0,0,38
2022-09-24T00:00:00Z,Machinga,0,0,38
2022-09-25T00:00:00Z,Machinga,0,0,38
2022-09-26T00:00:00Z,Machinga,0,0,39
2022-09-27T00:00:00Z,Machinga,0,0,39
2022-09-28T00:00:00Z,Machinga,0,0,39
2022-09-29T00:00:00Z,Machinga,0,0,39
2022-09-30T00:00:00Z,Machinga,0,0,39
2022-10-01T00:00:00Z,Machinga,0,0,39
2022-10-02T00:00:00Z,Machinga,1,0,39
2022-10-03T00:00:00Z,Machinga,1,0,40
2022-10-04T00:00:00Z,Machinga,0,0,40
2022-10-05T00:00:00Z,Machinga,0,0,40
2022-10-06T00:00:00Z,Machinga,0,0,40
2022-10-07T00:00:00Z,Machinga,0,0,40
2022-10-08T00:00:00Z,Machinga,0,0,40
2022-10-09T00:00:00Z,Machinga,0,0,40
2022-10-10T00:00:00Z,Machinga,1,0,41
2022-10-11T00:00:00Z,Machinga,0,0,41
2022-10-12T00:00:00Z,Machinga,0,0,41
2022-10-13T00:00:00Z,Machinga,1,0,41
2022-10-14T00:00:00Z,Machinga,1,0,41
2022-10-15T00:00:00Z,Machinga,1,1,41
2022-10-16T00:00:00Z,Machinga,1,0,41
2022-10-17T00:00:00Z,Machinga,0,0,42
2022-10-18T00:00:00Z,Machinga,0,0,42
2022-10-19T00:00:00Z,Machinga,0,0,42
2022-10-20T00:00:00Z,Machinga,0,0,42
2022-10-21T00:00:00Z,Machinga,1,0,42
2022-10-22T00:00:00Z,Machinga,0,0,42
2022-10-23T00:00:00Z,Machinga,0,0,42
2022-10-24T00:00:00Z,Machinga,0,0,43
2022-10-25T00:00:00Z,Machinga,0,0,43
2022-10-26T00:00:00Z,Machinga,1,0,43
2022-10-27T00:00:00Z,Machinga,2,0,43
2022-10-28T00:00:00Z,Machinga,3,0,43
2022-10-29T00:00:00Z,Machinga,0,0,43
2022-10-30T00:00:00Z,Machinga,0,0,43
2022-10-31T00:00:00Z,Machinga,4,0,44
2022-11-01T00:00:00Z,Machinga,0,0,44
2022-11-02T00:00:00Z,Machinga,0,0,44
2022-11-03T00:00:00Z,Machinga,0,0,44
2022-11-04T00:00:00Z,Machinga,0,0,44
2022-11-05T00:00:00Z,Machinga,0,0,44
2022-11-06T00:00:00Z,Machinga,1,0,44
2022-11-07T00:00:00Z,Machinga,2,1,45
2022-11-08T00:00:00Z,Machinga,0,0,45
2022-11-09T00:00:00Z,Machinga,4,0,45
2022-11-10T00:00:00Z,Machinga,0,0,45
2022-11-11T00:00:00Z,Machinga,0,0,45
2022-11-12T00:00:00Z,Machinga,0,0,45
2022-11-13T00:00:00Z,Machinga,0,0,45
2022-11-14T00:00:00Z,Machinga,0,0,46
2022-11-15T00:00:00Z,Machinga,1,0,46
2022-11-16T00:00:00Z,Machinga,3,0,46
2022-11-17T00:00:00Z,Machinga,4,0,46
2022-11-18T00:00:00Z,Machinga,1,0,46
2022-11-19T00:00:00Z,Machinga,0,0,46
2022-11-20T00:00:00Z,Machinga,1,0,46
2022-11-21T00:00:00Z,Machinga,5,0,47
2022-11-22T00:00:00Z,Machinga,0,0,47
2022-11-23T00:00:00Z,Machinga,0,0,47
2022-11-24T00:00:00Z,Machinga,0,0,47
2022-11-25T00:00:00Z,Machinga,4,0,47
2022-11-26T00:00:00Z,Machinga,0,0,47
2022-11-27T00:00:00Z,Machinga,1,0,47
2022-11-28T00:00:00Z,Machinga,2,0,48
2022-11-29T00:00:00Z,Machinga,2,0,48
2022-11-30T00:00:00Z,Machinga,3,1,48
2022-12-01T00:00:00Z,Machinga,3,0,48
2022-12-02T00:00:00Z,Machinga,0,0,48
2022-12-03T00:00:00Z,Machinga,6,0,48
2022-12-04T00:00:00Z,Machinga,4,0,48
2022-12-05T00:00:00Z,Machinga,2,0,49
2022-12-06T00:00:00Z,Machinga,3,0,49
2022-12-07T00:00:00Z,Machinga,2,0,49
2022-12-08T00:00:00Z,Machinga,3,0,49
2022-12-09T00:00:00Z,Machinga,0,0,49
2022-12-10T00:00:00Z,Machinga,2,0,49
2022-12-11T00:00:00Z,Machinga,4,0,49
2022-12-12T00:00:00Z,Machinga,1,0,50
2022-12-13T00:00:00Z,Machinga,1,0,50
2022-12-14T00:00:00Z,Machinga,4,0,50
2022-12-15T00:00:00Z,Machinga,2,0,50
2022-12-16T00:00:00Z,Machinga,5,0,50
2022-12-17T00:00:00Z,Machinga,1,0,50
2022-12-18T00:00:00Z,Machinga,7,0,50
2022-12-19T00:00:00Z,Machinga,12,6,51
2022-12-20T00:00:00Z,Machinga,1,0,51
2022-12-21T00:00:00Z,Machinga,11,0,51
2022-12-22T00:00:00Z,Machinga,5,1,51
2022-12-23T00:00:00Z,Machinga,5,0,51
2022-12-24T00:00:00Z,Machinga,13,0,51
2022-12-25T00:00:00Z,Machinga,12,0,51
2022-12-26T00:00:00Z,Machinga,11,1,52
2022-12-27T00:00:00Z,Machinga,25,2,52
2022-12-28T00:00:00Z,Machinga,27,2,52
2022-12-29T00:00:00Z,Machinga,55,2,52
2022-12-30T00:00:00Z,Machinga,46,1,52
2022-05-23T00:00:00Z,Balaka,1,0,21
2022-05-24T00:00:00Z,Balaka,2,1,21
2022-05-25T00:00:00Z,Balaka,1,0,21
2022-05-26T00:00:00Z,Balaka,2,0,21
2022-05-27T00:00:00Z,Balaka,1,0,21
2022-05-28T00:00:00Z,Balaka,2,0,21
2022-05-29T00:00:00Z,Balaka,0,0,21
2022-05-30T00:00:00Z,Balaka,2,0,22
2022-05-31T00:00:00Z,Balaka,0,0,22
2022-06-01T00:00:00Z,Balaka,0,0,22
2022-06-02T00:00:00Z,Balaka,0,0,22
2022-06-03T00:00:00Z,Balaka,0,0,22
2022-06-04T00:00:00Z,Balaka,0,0,22
2022-06-05T00:00:00Z,Balaka,0,0,22
2022-06-06T00:00:00Z,Balaka,0,0,23
2022-06-07T00:00:00Z,Balaka,0,0,23
2022-06-08T00:00:00Z,Balaka,0,0,23
2022-06-09T00:00:00Z,Balaka,0,0,23
2022-06-10T00:00:00Z,Balaka,7,2,23
2022-06-11T00:00:00Z,Balaka,1,0,23
2022-06-12T00:00:00Z,Balaka,2,0,23
2022-06-13T00:00:00Z,Balaka,1,0,24
2022-06-14T00:00:00Z,Balaka,0,0,24
2022-06-15T00:00:00Z,Balaka,0,0,24
2022-06-16T00:00:00Z,Balaka,0,0,24
2022-06-17T00:00:00Z,Balaka,0,0,24
2022-06-18T00:00:00Z,Balaka,0,0,24
2022-06-19T00:00:00Z,Balaka,0,0,24
2022-06-20T00:00:00Z,Balaka,0,0,25
2022-06-21T00:00:00Z,Balaka,0,0,25
2022-06-22T00:00:00Z,Balaka,0,0,25
2022-06-23T00:00:00Z,Balaka,0,0,25
2022-06-24T00:00:00Z,Balaka,0,0,25
2022-06-25T00:00:00Z,Balaka,0,0,25
2022-06-26T00:00:00Z,Balaka,0,0,25
2022-06-27T00:00:00Z,Balaka,0,0,26
2022-06-28T00:00:00Z,Balaka,0,0,26
2022-06-29T00:00:00Z,Balaka,0,0,26
2022-06-30T00:00:00Z,Balaka,0,0,26
2022-07-01T00:00:00Z,Balaka,0,0,26
2022-07-02T00:00:00Z,Balaka,0,0,26
2022-07-03T00:00:00Z,Balaka,0,0,26
2022-07-04T00:00:00Z,Balaka,0,0,27
2022-07-05T00:00:00Z,Balaka,0,0,27
2022-07-06T00:00:00Z,Balaka,0,0,27
2022-07-07T00:00:00Z,Balaka,0,0,27
2022-07-08T00:00:00Z,Balaka,0,0,27
2022-07-09T00:00:00Z,Balaka,0,0,27
2022-07-10T00:00:00Z,Balaka,0,0,27
2022-07-11T00:00:00Z,Balaka,0,0,28
2022-07-12T00:00:00Z,Balaka,0,0,28
2022-07-13T00:00:00Z,Balaka,0,0,28
2022-07-14T00:00:00Z,Balaka,0,0,28
2022-07-15T00:00:00Z,Balaka,0,0,28
2022-07-16T00:00:00Z,Balaka,0,0,28
2022-07-17T00:00:00Z,Balaka,0,0,28
2022-07-18T00:00:00Z,Balaka,0,0,29
2022-07-19T00:00:00Z,Balaka,0,0,29
2022-07-20T00:00:00Z,Balaka,0,0,29
2022-07-21T00:00:00Z,Balaka,0,0,29
2022-07-22T00:00:00Z,Balaka,0,0,29
2022-07-23T00:00:00Z,Balaka,0,0,29
2022-07-24T00:00:00Z,Balaka,0,0,29
2022-07-25T00:00:00Z,Balaka,0,0,30
2022-07-26T00:00:00Z,Balaka,0,0,30
2022-07-27T00:00:00Z,Balaka,0,0,30
2022-07-28T00:00:00Z,Balaka,0,0,30
2022-07-29T00:00:00Z,Balaka,0,0,30
2022-07-30T00:00:00Z,Balaka,0,0,30
2022-07-31T00:00:00Z,Balaka,0,0,30
2022-08-01T00:00:00Z,Balaka,0,0,31
2022-08-02T00:00:00Z,Balaka,0,0,31
2022-08-03T00:00:00Z,Balaka,0,0,31
2022-08-04T00:00:00Z,Balaka,0,0,31
2022-08-05T00:00:00Z,Balaka,0,0,31
2022-08-06T00:00:00Z,Balaka,0,0,31
2022-08-07T00:00:00Z,Balaka,0,0,31
2022-08-08T00:00:00Z,Balaka,0,0,32
2022-08-09T00:00:00Z,Balaka,0,0,32
2022-08-10T00:00:00Z,Balaka,0,0,32
2022-08-11T00:00:00Z,Balaka,0,0,32
2022-08-12T00:00:00Z,Balaka,0,0,32
2022-08-13T00:00:00Z,Balaka,0,0,32
2022-08-14T00:00:00Z,Balaka,0,0,32
2022-08-15T00:00:00Z,Balaka,0,0,33
2022-08-16T00:00:00Z,Balaka,0,0,33
2022-08-17T00:00:00Z,Balaka,0,0,33
2022-08-18T00:00:00Z,Balaka,0,0,33
2022-08-19T00:00:00Z,Balaka,0,0,33
2022-08-20T00:00:00Z,Balaka,0,0,33
2022-08-21T00:00:00Z,Balaka,0,0,33
2022-08-22T00:00:00Z,Balaka,0,0,34
2022-08-23T00:00:00Z,Balaka,0,0,34
2022-08-24T00:00:00Z,Balaka,0,0,34
2022-08-25T00:00:00Z,Balaka,0,0,34
2022-08-26T00:00:00Z,Balaka,0,0,34
2022-08-27T00:00:00Z,Balaka,0,0,34
2022-08-28T00:00:00Z,Balaka,0,0,34
2022-08-29T00:00:00Z,Balaka,0,0,35
